Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
3701,2023-01-06,OfficePlus Ltd.,Office Supplies,USA,Sales,Coffee machine supplies,243174,2/10 Net 30,Yes,5.2,22,14,Low,4562569,2027-05-26
3702,2023-08-14,OceanShip Ltd.,Logistics,Singapore,Legal,Warehouse storage monthly fee,417282,Net 45,No,5.4,39,51,High,4025467,2026-10-17
3703,2024-06-17,NetSphere Ltd.,IT,Germany,Manufacturing,Software license renewal,367779,Net 60,Yes,6.6,25,23,Low,3426259,2027-04-07
3704,2023-09-05,GlobalTech Systems,IT,China,Legal,Cybersecurity audit services,35073,Net 90,Yes,1.0,45,93,Critical,3516334,2026-11-09
3705,2024-05-25,CompliancePro Ltd.,Legal,UK,Engineering,Patent filing fees,153705,Net 30,Yes,6.4,1,16,Low,734779,2026-11-26
3706,2024-05-17,LawBridge Inc.,Legal,Singapore,Manufacturing,Regulatory filing fees,6679,Net 90,No,7.0,45,27,Low,4215551,2026-08-10
3707,2024-07-27,SupplyBase Co.,Office Supplies,India,Finance,Coffee machine supplies,225939,2/10 Net 30,Yes,6.5,33,29,Low,4592839,2026-11-21
3708,2023-07-16,FlightPro Ltd.,Travel,UAE,Procurement,Travel insurance premium,478334,2/10 Net 30,Yes,1.0,31,46,Medium,2689645,2027-02-24
3709,2024-07-17,BrandCore Ltd.,Marketing,UK,Finance,Market research report,421852,2/10 Net 30,Yes,1.4,40,21,Low,1250229,2027-05-09
3710,2023-09-16,BrandCore Ltd.,Marketing,UK,Finance,PR agency monthly retainer,434716,2/10 Net 30,No,1.0,43,26,Low,1034946,2026-07-28
3711,2024-08-23,AdvisoryCore Co.,Consulting,Singapore,Finance,Business process review,145066,Net 45,Yes,4.5,36,23,Low,4255574,2027-05-18
3712,2024-07-29,IronPeak Mfg.,Raw Materials,Turkey,IT,Carbon fiber materials,10709,2/10 Net 30,No,1.0,31,59,High,3272319,2027-05-09
3713,2023-12-09,CreativeHub Co.,Marketing,Canada,Sales,SEO optimization services,378817,2/10 Net 30,Yes,0.4,24,12,Low,4634502,2027-05-13
3714,2024-05-19,SpaceWorks Inc.,Facilities,Australia,Engineering,Parking management fees,391978,2/10 Net 30,Yes,7.9,44,17,Low,3737770,2027-02-22
3715,2024-01-15,GlobalTech Systems,IT,China,Procurement,SaaS platform subscription,374357,Net 30,Yes,3.0,2,86,Critical,4717061,2027-05-12
3716,2024-07-05,OceanShip Ltd.,Logistics,Singapore,Marketing,Fleet maintenance services,57581,Net 90,Yes,0.8,3,58,High,3673661,2026-08-13
3717,2023-02-10,MediaPulse Inc.,Marketing,Australia,Finance,Brand design services,54388,Net 90,No,0.9,15,18,Low,3113557,2027-02-06
3718,2024-10-13,StayBridge Co.,Travel,France,Marketing,Conference registration fees,121955,2/10 Net 30,Yes,4.4,41,21,Low,507167,2027-01-18
3719,2023-09-30,FacilityPro Ltd.,Facilities,Canada,Procurement,Security services monthly,348826,Net 30,Yes,0.7,20,16,Low,4058881,2027-05-04
3720,2023-11-17,JurisCore Co.,Legal,Germany,Legal,Legal consultation monthly,314955,Net 90,Yes,7.1,10,18,Low,3388485,2026-10-17
3721,2023-03-10,TravelEase Inc.,Travel,USA,HR,Travel insurance premium,326549,Net 90,No,0.5,37,16,Low,2252748,2026-06-30
3722,2024-08-16,CloudBase Inc.,IT,USA,Operations,Software license renewal,112034,Net 45,Yes,1.8,40,43,Medium,524135,2027-01-03
3723,2024-08-24,GreenWatt Co.,Energy,Denmark,Sales,Utility management fees,295162,2/10 Net 30,Yes,2.1,19,21,Low,1626388,2027-04-16
3724,2023-11-01,MediSupply Co.,Healthcare,USA,Operations,PPE equipment bulk purchase,267272,Net 30,Yes,7.5,19,23,Low,1058758,2027-05-15
3725,2023-09-29,LegalEdge LLP,Legal,USA,Legal,Patent filing fees,177523,2/10 Net 30,Yes,2.9,30,16,Low,2227593,2027-03-19
3726,2024-01-20,SkyHost Pro,IT,Ireland,Manufacturing,IT infrastructure upgrade,259020,Net 90,No,1.5,3,15,Low,1056068,2026-08-11
3727,2023-07-23,ConsultPro Inc.,Consulting,USA,HR,Financial consulting services,74809,Net 30,Yes,2.9,38,13,Low,4333576,2026-10-12
3728,2023-11-28,MedCore Solutions,Healthcare,India,Operations,First aid kit restocking,468129,Net 90,Yes,1.8,1,42,Medium,2408070,2027-01-23
3729,2023-09-25,GlobalTech Systems,IT,China,Marketing,Software license renewal,49678,2/10 Net 30,Yes,4.6,37,93,Critical,3328597,2026-12-06
3730,2023-06-15,HealthBridge Inc.,Healthcare,Germany,IT,Pharmacy supplies order,343930,Net 30,Yes,2.9,31,34,Low,2746244,2027-02-03
3731,2023-02-17,FastFreight Co.,Logistics,Mexico,Engineering,Cold chain logistics,103963,Net 30,No,4.6,21,74,High,2279359,2026-11-23
3732,2023-06-12,BuildRight Co.,Facilities,UK,Engineering,Parking management fees,363143,Net 90,Yes,4.0,15,23,Low,1589637,2026-08-29
3733,2023-03-23,TravelEase Inc.,Travel,USA,HR,Conference registration fees,419097,Net 90,Yes,4.0,27,20,Low,4619096,2026-05-11
3734,2023-02-23,BuildRight Co.,Facilities,UK,Marketing,Security services monthly,458377,2/10 Net 30,Yes,3.0,35,24,Low,1431190,2026-06-16
3735,2023-02-22,PrimeParts Mfg.,Raw Materials,India,Finance,Carbon fiber materials,154512,Net 30,Yes,4.0,8,18,Low,2850443,2027-03-14
3736,2023-12-05,FastFreight Co.,Logistics,Mexico,Sales,Express courier services,113729,Net 30,Yes,0.7,1,68,High,3158082,2026-07-19
3737,2024-01-01,RapidRoute LLC,Logistics,Canada,Manufacturing,Express courier services,435584,Net 60,Yes,6.8,19,32,Low,2821063,2026-08-30
3738,2024-08-29,SpaceWorks Inc.,Facilities,Australia,HR,Pest control quarterly,275071,2/10 Net 30,No,0.5,39,16,Low,4496624,2027-03-07
3739,2023-06-06,CloudBase Inc.,IT,USA,IT,Data storage solution,377457,Net 90,No,5.4,1,46,Medium,3866645,2027-03-31
3740,2024-08-14,DeskPro Inc.,Office Supplies,China,Legal,Stationery monthly supply,400842,Net 45,Yes,7.9,20,36,Medium,1380230,2027-04-26
3741,2023-04-11,BrandCore Ltd.,Marketing,UK,IT,Market research report,346568,2/10 Net 30,Yes,4.3,11,25,Low,612829,2026-05-21
3742,2023-04-06,BuildRight Co.,Facilities,UK,Engineering,Office cleaning monthly contract,97969,2/10 Net 30,Yes,7.4,18,23,Low,3165059,2026-06-12
3743,2023-02-16,SteelCore Inc.,Raw Materials,Brazil,Finance,Carbon fiber materials,273718,Net 45,Yes,3.0,40,45,Medium,4831787,2027-01-29
3744,2024-08-31,AlloyCraft Ltd.,Raw Materials,South Korea,Finance,Iron ore bulk shipment,99855,2/10 Net 30,Yes,7.4,2,37,Medium,1795518,2026-06-09
3745,2023-04-19,SkyLog Partners,Logistics,USA,Engineering,Cold chain logistics,439636,Net 60,Yes,7.8,30,23,Low,937926,2026-11-26
3746,2024-11-13,SwiftCargo Inc.,Logistics,UAE,Marketing,Warehouse storage monthly fee,308593,Net 30,Yes,2.2,14,56,High,601481,2026-09-27
3747,2024-08-12,GlobalTech Systems,IT,China,Sales,Network equipment purchase,20593,Net 30,No,5.3,30,91,Critical,123168,2026-08-16
3748,2024-11-04,LawBridge Inc.,Legal,Singapore,Finance,Contract review services,288195,2/10 Net 30,No,6.1,39,33,Low,4791336,2026-10-04
3749,2024-02-19,PrintCore Ltd.,Office Supplies,Germany,Sales,Coffee machine supplies,279968,Net 45,Yes,5.3,2,20,Low,3861878,2027-05-18
3750,2023-01-12,PharmaCare Ltd.,Healthcare,Switzerland,Procurement,Lab testing services,286787,2/10 Net 30,Yes,6.9,19,31,Low,291133,2026-08-02
3751,2023-10-08,CompliancePro Ltd.,Legal,UK,Finance,Contract review services,206007,2/10 Net 30,No,3.1,5,20,Low,4621116,2027-05-21
3752,2024-08-05,HealthBridge Inc.,Healthcare,Germany,Operations,Medical equipment lease,91521,Net 30,Yes,7.2,37,26,Low,1903739,2026-06-09
3753,2024-07-13,MediaPulse Inc.,Marketing,Australia,Operations,Digital advertising campaign,33235,Net 90,Yes,2.0,5,16,Low,2261994,2026-10-31
3754,2023-04-10,MedCore Solutions,Healthcare,India,Sales,Employee health screening,75704,Net 30,Yes,5.4,9,40,Medium,2075756,2027-04-11
3755,2023-11-05,TravelEase Inc.,Travel,USA,Finance,Travel insurance premium,78654,Net 90,No,0.5,10,16,Low,2187021,2026-08-04
3756,2023-04-22,OfficePlus Ltd.,Office Supplies,USA,Legal,Office furniture purchase,195381,Net 45,No,2.0,35,14,Low,2015096,2026-05-09
3757,2023-01-23,BrandCore Ltd.,Marketing,UK,Sales,Content creation services,72993,Net 45,Yes,7.7,25,26,Low,1481271,2027-05-17
3758,2024-04-16,SkyHost Pro,IT,Ireland,Manufacturing,IT infrastructure upgrade,274493,Net 90,No,4.3,38,16,Low,2983909,2026-06-04
3759,2023-12-08,SolarMax Inc.,Energy,USA,Sales,Utility management fees,172019,Net 60,No,5.7,2,18,Low,1193367,2026-09-14
3760,2023-03-18,SkyHost Pro,IT,Ireland,Marketing,IT infrastructure upgrade,275120,Net 30,Yes,4.6,33,24,Low,3517919,2026-06-27
3761,2024-09-11,ByteWave Technologies,IT,USA,IT,Software license renewal,57956,2/10 Net 30,Yes,6.0,35,14,Low,757852,2027-04-08
3762,2024-06-07,NetSphere Ltd.,IT,Germany,Finance,Software license renewal,153337,Net 30,Yes,3.6,38,21,Low,4523252,2027-04-03
3763,2024-10-10,SkyHost Pro,IT,Ireland,HR,Software license renewal,375703,Net 30,Yes,7.2,17,19,Low,203544,2026-12-13
3764,2024-08-19,LegalEdge LLP,Legal,USA,Legal,Corporate governance advisory,421357,Net 60,Yes,6.8,2,17,Low,3569073,2026-10-09
3765,2023-06-12,SteelCore Inc.,Raw Materials,Brazil,HR,Iron ore bulk shipment,93204,2/10 Net 30,No,5.7,42,48,Medium,1235284,2026-10-25
3766,2023-10-27,RapidRoute LLC,Logistics,Canada,Manufacturing,Cross border shipping charges,429037,Net 90,Yes,7.8,25,30,Low,4347203,2026-08-14
3767,2023-07-27,SupplyBase Co.,Office Supplies,India,Engineering,Whiteboard and markers,228893,Net 90,No,3.6,33,33,Low,3335563,2026-08-14
3768,2024-01-24,SupplyBase Co.,Office Supplies,India,Manufacturing,Whiteboard and markers,45659,Net 60,Yes,1.1,37,29,Low,4171492,2027-01-22
3769,2024-11-03,DeskPro Inc.,Office Supplies,China,Marketing,Stationery monthly supply,429101,Net 45,Yes,5.4,34,43,Medium,4520933,2027-04-18
3770,2024-12-08,IronPeak Mfg.,Raw Materials,Turkey,Sales,Steel rods bulk purchase,164263,Net 30,Yes,0.1,6,60,High,856736,2027-04-04
3771,2023-06-02,SupplyBase Co.,Office Supplies,India,Operations,Coffee machine supplies,321875,Net 90,Yes,4.4,7,32,Low,4015739,2026-06-02
3772,2024-07-13,OfficePlus Ltd.,Office Supplies,USA,Finance,Stationery monthly supply,54921,Net 30,Yes,2.9,37,10,Low,4777980,2026-10-08
3773,2024-08-25,JurisCore Co.,Legal,Germany,Engineering,Patent filing fees,402289,Net 30,Yes,7.3,38,19,Low,2392228,2026-08-02
3774,2023-12-22,PowerGen Ltd.,Energy,Norway,Finance,Solar panel maintenance,418478,Net 90,Yes,1.8,34,20,Low,1157208,2026-06-17
3775,2023-04-10,LawBridge Inc.,Legal,Singapore,Operations,Trademark registration,291256,Net 45,Yes,6.3,16,30,Low,4632627,2026-11-25
3776,2023-11-21,GreenWatt Co.,Energy,Denmark,Manufacturing,Generator fuel supply,183866,Net 30,No,0.0,17,14,Low,2409456,2026-12-20
3777,2024-05-25,FastFreight Co.,Logistics,Mexico,IT,International freight forwarding,226669,Net 90,No,4.9,42,73,High,2980111,2026-11-17
3778,2024-07-10,OceanShip Ltd.,Logistics,Singapore,HR,Last mile delivery services,279007,Net 45,Yes,6.0,20,51,High,2042053,2027-01-19
3779,2024-03-24,FastFreight Co.,Logistics,Mexico,HR,International freight forwarding,273521,Net 60,No,5.9,14,74,High,3795266,2026-09-03
3780,2023-03-10,IronPeak Mfg.,Raw Materials,Turkey,Legal,Copper wire batch delivery,327725,Net 90,No,2.3,19,62,High,3825231,2027-04-21
3781,2024-05-12,AdMax Agency,Marketing,USA,Marketing,Event management services,71332,Net 90,Yes,2.5,35,15,Low,2764668,2026-12-27
3782,2024-06-12,SkyHost Pro,IT,Ireland,Legal,SaaS platform subscription,415063,Net 30,Yes,5.7,34,15,Low,1914935,2027-05-08
3783,2023-03-21,MediSupply Co.,Healthcare,USA,Engineering,Medical equipment lease,318216,Net 45,No,2.4,28,18,Low,1114667,2027-01-15
3784,2023-01-18,GreenWatt Co.,Energy,Denmark,Finance,Utility management fees,38370,2/10 Net 30,Yes,4.7,29,16,Low,1043690,2026-07-17
3785,2024-10-31,MetalMax Co.,Raw Materials,China,Engineering,Rubber seals batch,370831,Net 90,Yes,1.5,41,71,Critical,3876135,2026-07-16
3786,2023-02-28,SkyHost Pro,IT,Ireland,Finance,IT infrastructure upgrade,241147,Net 60,Yes,0.0,2,20,Low,2956260,2027-05-17
3787,2023-03-03,CloudBase Inc.,IT,USA,Engineering,Cybersecurity audit services,494690,2/10 Net 30,Yes,7.1,44,46,Medium,4086051,2026-11-12
3788,2024-03-03,EnergyPrime Ltd.,Energy,UAE,Manufacturing,Power backup services,269721,Net 30,No,4.4,12,49,Medium,2006192,2026-11-25
3789,2023-10-31,CreativeHub Co.,Marketing,Canada,Finance,Content creation services,405342,Net 45,Yes,4.6,17,15,Low,890670,2026-10-17
3790,2024-11-15,SwiftCargo Inc.,Logistics,UAE,Procurement,Cold chain logistics,22953,Net 30,No,2.3,39,60,High,2937565,2026-05-08
3791,2024-10-09,CleanSpace Services,Facilities,USA,Engineering,HVAC system repair,237678,Net 30,Yes,7.0,1,16,Low,3110245,2026-06-05
3792,2024-09-12,FlightPro Ltd.,Travel,UAE,Operations,Airport transfer services,216253,Net 90,Yes,4.2,28,48,Medium,2430870,2026-06-09
3793,2023-11-10,CompliancePro Ltd.,Legal,UK,HR,Patent filing fees,412779,Net 30,Yes,2.9,23,19,Low,3848641,2027-06-04
3794,2024-12-26,OceanShip Ltd.,Logistics,Singapore,Sales,Express courier services,482317,Net 60,No,0.4,45,59,High,841624,2027-02-23
3795,2024-12-10,MetalWorks Ltd.,Raw Materials,Russia,Operations,Rubber seals batch,102853,Net 90,Yes,0.5,24,65,High,495747,2027-05-01
3796,2024-01-24,CloudBase Inc.,IT,USA,Operations,SaaS platform subscription,236755,Net 60,Yes,7.5,29,44,Medium,2415584,2026-05-22
3797,2024-02-18,OceanShip Ltd.,Logistics,Singapore,Legal,Port handling charges,146021,Net 45,Yes,2.8,25,51,High,852903,2026-11-01
3798,2024-02-24,AdMax Agency,Marketing,USA,Engineering,PR agency monthly retainer,401438,Net 90,Yes,7.6,6,25,Low,2737051,2027-02-18
3799,2023-07-06,MediaPulse Inc.,Marketing,Australia,Procurement,SEO optimization services,350942,Net 45,No,7.9,35,14,Low,497338,2026-10-20
3800,2023-04-29,JurisCore Co.,Legal,Germany,Marketing,Legal consultation monthly,84668,Net 90,Yes,7.4,9,25,Low,1433345,2027-03-08
3801,2024-12-24,SolarMax Inc.,Energy,USA,Manufacturing,Wind turbine maintenance,235472,2/10 Net 30,No,5.6,29,10,Low,3862559,2027-04-22
3802,2024-08-10,StratEdge Ltd.,Consulting,UK,Procurement,Financial consulting services,66415,Net 30,Yes,3.2,38,20,Low,1839209,2026-11-15
3803,2023-09-20,OceanShip Ltd.,Logistics,Singapore,Finance,Cross border shipping charges,331747,Net 60,Yes,7.3,35,55,High,3178535,2026-10-07
3804,2023-03-04,InsightBridge LLC,Consulting,Australia,Operations,Digital transformation advisory,356290,Net 60,Yes,2.8,3,16,Low,3649580,2027-04-18
3805,2023-05-05,PrintCore Ltd.,Office Supplies,Germany,Marketing,Stationery monthly supply,158102,Net 90,Yes,4.9,25,15,Low,4059441,2026-07-18
3806,2024-12-27,DeskPro Inc.,Office Supplies,China,HR,Printer cartridge order,225745,Net 30,No,0.9,38,38,Medium,3120986,2026-11-01
3807,2024-01-22,RapidRoute LLC,Logistics,Canada,Engineering,Last mile delivery services,480438,Net 30,Yes,5.0,34,27,Low,3256249,2026-08-24
3808,2024-08-03,OceanShip Ltd.,Logistics,Singapore,HR,Port handling charges,140939,Net 90,Yes,3.1,22,51,High,191820,2027-03-06
3809,2023-08-27,GlobalMove Co.,Logistics,Netherlands,Legal,Express courier services,258311,2/10 Net 30,Yes,1.4,15,32,Low,3815446,2026-07-12
3810,2023-09-05,SpaceWorks Inc.,Facilities,Australia,Marketing,Office cleaning monthly contract,449614,Net 45,Yes,5.8,27,12,Low,409058,2027-04-08
3811,2024-05-15,HealthBridge Inc.,Healthcare,Germany,Marketing,First aid kit restocking,207816,2/10 Net 30,No,2.3,19,25,Low,972637,2026-11-27
3812,2024-02-16,OceanShip Ltd.,Logistics,Singapore,HR,Port handling charges,425842,Net 90,Yes,4.8,4,54,High,4260517,2027-02-26
3813,2024-01-09,TravelEase Inc.,Travel,USA,IT,Travel insurance premium,299355,2/10 Net 30,Yes,4.7,33,15,Low,711620,2026-09-12
3814,2024-03-06,SpaceWorks Inc.,Facilities,Australia,Marketing,Elevator maintenance,266626,Net 45,Yes,3.5,44,7,Low,1335567,2027-01-22
3815,2023-01-05,MetalWorks Ltd.,Raw Materials,Russia,Procurement,Carbon fiber materials,163218,Net 90,Yes,4.8,27,65,High,3779765,2027-01-19
3816,2024-11-19,ByteWave Technologies,IT,USA,Legal,Software license renewal,367381,Net 90,Yes,0.3,32,17,Low,3620269,2027-06-03
3817,2024-01-19,DataCore Solutions,IT,India,Manufacturing,IT support and maintenance,277588,Net 60,Yes,4.5,45,35,Medium,1201446,2027-05-28
3818,2024-10-26,FacilityPro Ltd.,Facilities,Canada,Marketing,Parking management fees,427852,Net 30,Yes,1.4,41,15,Low,1966592,2026-12-04
3819,2023-12-02,FacilityPro Ltd.,Facilities,Canada,Engineering,Waste disposal services,233696,Net 30,No,6.1,43,16,Low,3291358,2026-07-30
3820,2023-05-15,MetalMax Co.,Raw Materials,China,Operations,Aluminum sheets order,208477,Net 45,No,3.4,2,76,Critical,2810560,2027-05-26
3821,2023-10-22,FastFreight Co.,Logistics,Mexico,Manufacturing,Port handling charges,453092,Net 30,Yes,4.0,45,76,High,4843922,2026-07-03
3822,2023-04-20,AdvisoryCore Co.,Consulting,Singapore,Manufacturing,HR transformation project,192582,2/10 Net 30,Yes,4.2,40,25,Low,2093294,2026-07-24
3823,2024-01-26,CloudBase Inc.,IT,USA,Manufacturing,IT support and maintenance,390409,Net 30,Yes,6.4,13,41,Medium,1194337,2026-06-09
3824,2023-02-18,AlloyCraft Ltd.,Raw Materials,South Korea,Procurement,Copper wire batch delivery,483543,Net 60,No,6.8,5,43,Medium,2051906,2026-06-12
3825,2024-02-10,InsightBridge LLC,Consulting,Australia,Manufacturing,Change management advisory,117075,Net 60,No,5.5,12,21,Low,1287998,2026-07-15
3826,2023-10-27,PrimeParts Mfg.,Raw Materials,India,Legal,Aluminum sheets order,495144,Net 90,Yes,3.0,25,17,Low,684858,2026-12-17
3827,2023-03-25,PowerGen Ltd.,Energy,Norway,Marketing,Solar panel maintenance,11167,Net 30,No,5.9,26,20,Low,4050551,2027-04-28
3828,2023-07-20,FlightPro Ltd.,Travel,UAE,Finance,Per diem expenses,389696,Net 90,No,0.9,5,50,Medium,2548209,2026-09-16
3829,2023-04-20,SteelCore Inc.,Raw Materials,Brazil,Legal,Plastic components supply,407916,Net 30,Yes,0.5,5,48,Medium,3510121,2026-08-04
3830,2024-11-16,GlobalTech Systems,IT,China,Marketing,Cybersecurity audit services,287854,2/10 Net 30,Yes,3.2,14,93,Critical,820737,2026-11-15
3831,2024-09-11,CloudBase Inc.,IT,USA,IT,Software license renewal,264258,Net 90,Yes,6.6,45,43,Medium,4583320,2027-04-01
3832,2023-12-05,AdvisoryCore Co.,Consulting,Singapore,Engineering,Business process review,322368,Net 30,Yes,1.8,31,25,Low,3020049,2026-06-28
3833,2023-09-13,MetalMax Co.,Raw Materials,China,Engineering,Steel rods bulk purchase,81720,Net 90,No,1.2,18,79,Critical,4806661,2027-02-14
3834,2024-07-22,SkyHost Pro,IT,Ireland,Manufacturing,IT infrastructure upgrade,180660,2/10 Net 30,Yes,4.2,8,21,Low,3916123,2027-04-23
3835,2024-10-18,ConsultPro Inc.,Consulting,USA,Engineering,Operations improvement project,104242,Net 90,No,2.7,30,13,Low,1259251,2026-06-18
3836,2023-11-19,InsightBridge LLC,Consulting,Australia,HR,Change management advisory,473535,Net 90,No,7.2,44,24,Low,2752611,2027-02-06
3837,2023-05-18,StratEdge Ltd.,Consulting,UK,Operations,Financial consulting services,123117,2/10 Net 30,Yes,6.0,38,14,Low,4796338,2027-01-22
3838,2023-05-08,HealthBridge Inc.,Healthcare,Germany,Procurement,Medical equipment lease,394351,2/10 Net 30,Yes,1.4,36,27,Low,1857065,2027-05-28
3839,2023-08-13,AdvisoryCore Co.,Consulting,Singapore,IT,Operations improvement project,293584,Net 60,Yes,1.8,20,18,Low,1200792,2026-09-12
3840,2023-04-02,BuildRight Co.,Facilities,UK,Engineering,Parking management fees,6964,Net 45,Yes,7.3,17,16,Low,4061873,2026-07-19
3841,2024-08-30,GlobalMove Co.,Logistics,Netherlands,HR,Fleet maintenance services,39298,Net 60,No,5.0,33,29,Low,3032363,2027-05-19
3842,2024-09-27,OceanShip Ltd.,Logistics,Singapore,Operations,Warehouse storage monthly fee,494365,Net 45,No,5.1,12,50,High,4211919,2026-11-26
3843,2023-08-28,BrandCore Ltd.,Marketing,UK,HR,Event management services,328070,Net 60,Yes,2.0,12,19,Low,2347265,2026-10-26
3844,2023-01-19,SkyHost Pro,IT,Ireland,Legal,Network equipment purchase,403115,Net 60,Yes,6.2,28,25,Low,197929,2027-04-06
3845,2023-09-12,DataCore Solutions,IT,India,IT,IT infrastructure upgrade,276170,Net 30,Yes,4.4,36,32,Medium,2432706,2026-11-27
3846,2024-05-08,FastFreight Co.,Logistics,Mexico,Marketing,Last mile delivery services,123617,Net 60,Yes,0.9,45,76,High,2350699,2026-08-15
3847,2023-08-30,ConsultPro Inc.,Consulting,USA,HR,Change management advisory,286715,Net 30,No,7.0,16,15,Low,2207447,2026-06-12
3848,2024-12-06,PrintCore Ltd.,Office Supplies,Germany,Manufacturing,Office furniture purchase,482986,Net 60,Yes,5.0,10,21,Low,4931955,2026-09-10
3849,2024-12-12,MedCore Solutions,Healthcare,India,Legal,First aid kit restocking,365367,2/10 Net 30,No,7.3,1,42,Medium,4209692,2026-07-18
3850,2023-04-22,AdvisoryCore Co.,Consulting,Singapore,IT,Operations improvement project,274730,Net 45,No,2.9,45,21,Low,2407695,2026-08-30
3851,2024-08-28,EnergyPrime Ltd.,Energy,UAE,Marketing,Solar panel maintenance,186187,2/10 Net 30,Yes,7.5,23,57,Medium,4412789,2027-04-29
3852,2023-12-05,SkyLog Partners,Logistics,USA,IT,Cold chain logistics,298440,Net 30,Yes,4.7,36,18,Low,4217568,2026-05-08
3853,2024-10-27,AlloyCraft Ltd.,Raw Materials,South Korea,HR,Carbon fiber materials,453456,Net 45,Yes,0.4,38,36,Medium,611650,2026-11-21
3854,2024-03-26,InsightBridge LLC,Consulting,Australia,Procurement,Change management advisory,95425,Net 45,Yes,7.8,22,17,Low,3951789,2027-05-24
